"","id","name","position","office","region","year","income","income_family","income_salary","income_salary_family","income_teaching","income_teaching_family","income_royalties","income_royalties_family","income_dividents","income_dividents_family","income_help","income_help_family","income_gifts","income_gifts_family","bank_deps","bank_deps_family","flat_area","flat_area_family","house_area","house_area_family","land_area","land_area_family","cars","cars_family","cars_cargo","cars_cargo_family","cars_info","cars_family_info","cars_info_year","cars_family_info_year"
"2752","vulyk_5_92","Турчин Надія Олегівна","начальник відділу інформаційної діяльності тернопільської облдержадміністрації","Обласна державна адміністрація","Тернопільська область","2014",26820.51,0,26820.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";;",";;",";;",";;"
"2753","vulyk_5_11","Харченко Володимир Михайлович","директор департаменту архітектури, будівництва, житлово-комунального господарства, будівництва та енергозбереження облдержадміністрації","Обласна державна адміністрація","Тернопільська область","2014",65516,178571,62878,53017,0,0,0,0,0,734,2638,0,0,0,300,57522,51.1,51.1,252.1,0,1200,0,2,0,0,0,"Daewoo Sens;Renault New Logan;",";;","2004;2014;",";;"
"2754","vulyk_5_80","Рудюк Юрій Никифорович","начальник відділу контролю апарату рівненської облдержадміністрації","Обласна державна адміністрація","Рівненська область","2014",55996,142395,53739,109533,49,0,0,0,950,7482,0,0,0,0,30575,51972,21.45,48.26,78.3,0,18456,600,0,0,0,0,";;",";;",";;",";;"
"2755","vulyk_5_4","Баладир Олександр Іванович","начальник відділу взаємодії з правоохоронними органами та оборонної роботи апарату рівненської обласної державної адмінстрації","Обласна державна адміністрація","Рівненська область","2014",95609,52660,63135,21260,0,0,0,0,0,0,0,0,0,0,0,0,67.5,0,71.2,0,1655,0,0,0,0,4,";;",";;","2012;;",";;"
"2756","vulyk_8_119","Луспеник Дмитро Дмитрович","суддя, секретар пленуму вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ","Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ","Загальнодержавний регіон","2014",361974,0,361974,0,0,0,0,0,0,0,0,0,0,0,2352,0,117.5,0,0,0,0,0,0,0,0,0,";;",";;",";;",";;"
"2757","vulyk_8_140","Коротун Вадим Михайлович","суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ","Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ","Загальнодержавний регіон","2014",276085,301965,262274,244033,0,14986,0,0,8040,9664,0,13398,0,0,305,2,51.23,60.15,0,0,3200,2001,1,0,0,0,"Mitsubishi Pajero;;",";;","2007;;",";;"
"2758","vulyk_8_39","Самусенко Світлана Сергіївна","суддя вищого господарського суду україни","Вищий господарський суд","Загальнодержавний регіон","2014",248791,0,248791,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,0,0,0,0,0,1,0,0,0,"Seat Leon;;",";;","2011;;",";;"
"2759","vulyk_8_84","Борденюк Євгенія Миколаївна","суддя вищого господарського суду україни","Вищий господарський суд","Загальнодержавний регіон","2014",628233,403968,253527,196696,0,95660,0,0,0,0,0,25578,0,0,0,0,69.6,0,0,265.9,0,2427,1,0,0,0,"Honda HR-V;;",";;","2005;;",";;"
"2760","vulyk_8_164","Бех Микола Олексійович","суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ","Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ","Загальнодержавний регіон","2014",262908,0,260854,0,0,0,0,0,0,0,0,0,0,0,0,0,147.5,0,346.5,59,1500,55300,1,0,0,0,"Mazda CX-5;;",";;","2012;;",";;"
"2761","vulyk_5_23","Шульга Сергій Іванович","начальник управління капітального будівництва полтавської обласної державної адмінстрації","Обласна державна адміністрація","Полтавська область","2014",42828,55755,42828,37227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,42200,8459,0,1,0,0,";;","Mitsubishi Outlander;;",";;","2012;;"
"2762","vulyk_5_61","Короленко Віктор Миколайович","директор департаменту охорони здоров'я херсонської обласної державної адмінстрації","Обласна державна адміністрація","Херсонська область","2014",92303,106476,69889,101080,20394,0,0,0,0,0,2020,0,0,0,0,0,40.55,289.05,0,0,0,911,1,3,0,0,"Volkswagen Touareg;;","Mitsubishi Lancer;Nissan Micra;Hyundai Santa FE","2003;;","2008;2004;2001"
"2763","vulyk_5_78","Рудченко Сергій Миколайович","начальник управління капітального будівництва херсонської обласної державної адмінстрації","Обласна державна адміністрація","Херсонська область","2014",7665,0,7665,0,0,0,0,0,0,0,0,0,0,0,0,0,61.61,54.4,0,0,0,0,1,1,0,0,"Mazda 3;;","Mazda 3;;","2004;;","2004;;"
"2764","vulyk_5_73","Поліщук Іван Васильович","завідувач сектора мобілізаційної роботи апарату облдержадміністрації","Обласна державна адміністрація","Рівненська область","2014",44500,28807,44400,28807,0,0,0,0,0,0,0,0,0,0,0,0,50.1,0,0,0,0,1000,0,0,0,0,";;",";;",";;",";;"
"2765","vulyk_5_54","Цуглевич Яків Миколайович","директор департаменту охорони здоров'я хмельницької обласної державної адмінстрації","Обласна державна адміністрація","Хмельницька область","2014",152689,98300,87085,54436,0,0,0,0,3077,0,4533,2570,0,0,0,0,0,0,381.2,350,3300,1296,2,0,0,0,"Opel Omega;Ford Kuga;",";;","2003;2011;",";;"
"2766","vulyk_5_35","Лебідь Віктор Олександрович","заступник директора державного архіву херсонської області","Обласна державна адміністрація","Херсонська область","2014",119703,156654,96893,96646,0,582,0,0,17602,14182,5208,5208,0,0,73822,66841,20.71,122.41,0,21.6,0,0,0,0,0,0,";;",";;",";;",";;"
"2767","vulyk_5_28","Сухонос Олег Вікторович","керівник апарату сумської обласної державної адмінстрації","Обласна державна адміністрація","Сумська область","2014",795761.75,0,126158.24,0,0,0,0,0,0,0,19764.51,0,0,0,0,0,0,98,0,0,0,0,1,0,0,0,"Toyota Highlander;;",";;","2012;;",";;"
"2768","vulyk_5_16","Юрко Людмила Леонідівна","завідувач сектора мобілізаційної роботи апарату облдержадміністрації","Обласна державна адміністрація","Полтавська область","2014",55637,78485,54687,76355,0,0,0,0,0,0,200,0,0,0,0,0,43.9,61.4,0,0,0,0,0,1,0,0,";;","Opel Zafira;;",";;","2008;;"
"2769","vulyk_5_66","Курило Володимир Михайлович","директор департаменту охорони здоров'я тернопільської ода","Обласна державна адміністрація","Тернопільська область","2014",82955.2,55936.66,16860.44,55936.66,54594.76,0,0,0,0,0,11500,0,0,0,0,0,0,94.2,210.1,0,0.188,0,0,0,0,0,";;",";;",";;",";;"
"2770","vulyk_5_30","Шахненко Євгеній Дем'янович","заступник голови харківської обласної державної адмінстрації","Обласна державна адміністрація","Харківська область","2014",84408,11160,59748,11160,0,0,0,0,0,0,0,0,0,0,24369,323000,0,0,282,383,1000,2000,2,0,0,0,"Toyota Land Cruiser Prado;ВАЗ 2121 'Нива';",";;","2006;1988;",";;"
"2771","vulyk_8_91","Жаботина Галина Василівна","суддя вищого господарського суду україни","Вищий господарський суд","Загальнодержавний регіон","2014",340863,0,240596,0,0,0,0,0,0,0,14616,0,0,0,0,0,146.4,0,78.7,0,964,0,1,0,0,0,"Toyota Yaris;;",";;","2013;;",";;"
"2772","vulyk_8_152","Писана Таміла Олександрівна","суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ","Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ","Загальнодержавний регіон","2014",783533,0,252616.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,1,0,0,0,"Honda CR-V;;",";;","2008;;",";;"
"2773","vulyk_5_9","Бицюра Леонід Олексійович","заступник голови тернопільської обласної державної адмінстрації","Обласна державна адміністрація","Тернопільська область","2014",136376.49,14616,124455,14616,0,0,0,0,0,0,11921.49,0,0,0,0,0,27,0,0,85,0,0.2293,0,0,0,0,";;",";;",";;",";;"
"2774","vulyk_5_59","Кокош Філіпп Ілліч","директор департаменту з питань внутрішньої та інформаційної політики херсонської облдержадміністрації","Обласна державна адміністрація","Херсонська область","2014",386,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7,0,0,0,0,0,0,0,0,0,";;",";;",";;",";;"
"2775","vulyk_5_42","Герасимів Степан Романович","начальник служби у справах дітей тернопільської обласної державної адмінстрації","Обласна державна адміністрація","Тернопільська область","2014",69755.47,38872.56,63341.75,25066.56,582.72,0,0,0,0,0,5831,1218,0,0,0,0,15.9,15.9,0,274.3,0,0.309,1,1,0,0,"Volkswagen Jetta;;","Volkswagen Jetta;;","1989;;","1989;;"
"2776","vulyk_9_68","Козьяков Сергій Юрійович","голова вищої кваліфікаційної комісії суддів україни, доцент кафедри міжнародного приватного права інституту міжнародних відносин київського національного університету ім. тараса шевченка","Вища кваліфікаційна комісія суддів України","Загальнодержавний регіон","2014",173414.1,525372.89,37213.15,34862.81,136200.95,490510,0,0,0,0,0,0,0,0,0,323204.15,0,222,0,263,0,0.2023,2,0,0,0,"Lexus;Lexus;;;",";;;","2007;2001;;;",";;;"
"2777","vulyk_9_18","Коровій Валерій Вікторович","голова вінницької обласної державної адмінстрації","Обласна державна адміністрація","Вінницька область","2014",160821,140929,146780,135529,13335,0,0,0,6,0,0,0,700,0,4e+05,2e+05,0,86.5,79.3,198,2900,3600,1,1,0,0,"Toyota Camry;;;;","Mitsubishi ASX;;;","2008;;;;","2011;;;"
"2778","vulyk_9_44","Кушнір Володимир Степанович","заступник голови обласної державної адмінстрації","Обласна державна адміністрація","Івано-Франківська область","2014",738676,0,16978,0,0,0,0,0,175,0,0,0,0,0,402852,0,109.45,0,124.5,54.97,40185,1673.33,1,1,0,0,"Honda CR-V;;;;","Mercedes-Benz E-Class;;;","2008;;;;","2009;;;"
"2779","vulyk_9_8","Гижко Андрій Петрович","перший заступник голови вінницької обласної державної адмінстрації","Обласна державна адміністрація","Вінницька область","2014",161807.67,171973,158524.26,25419.18,3283.41,0,0,0,0,0,0,0,0,0,0,0,63.2,33.6,0,45.6,600,5128,1,0,0,0,"Daewoo Nexia;;;;",";;;","2007;;;;",";;;"
"2780","vulyk_9_82","Таранов Андрій Іванович","заступник голови адмінстрації президента україни","Адміністрація президента / Секретаріат президента","Загальнодержавний регіон","2014",617854.21,8400,131732.38,8400,0,0,0,0,262562.35,0,795,0,0,0,1200000,712000,221.6,64.4,0,0,1200,0,2,1,0,0,"Toyota Land Cruiser;Mercedes-Benz E-350;;;","Volkswagen Golf;;;","2011;2012;;;","2013;;;"
"2781","vulyk_9_20","Малашенкова Тетяна Михайлівна","директор тов столичний адвокатський альянс","","","2014",495216,214663,18216.58,148937,0,0,0,0,0,0,0,0,0,0,15386,0,12.22,177.525,0,0,1606,0,4,1,0,0,"Hyundai Elantra;Honda Civic 5D;BMW 740i;Lexus RX 350;","Acura MDX;;;","2008;2008;1998;2007;","2007;;;"
"2782","vulyk_9_49","Нечепорук Михайло Миколайович","заступник голови - керівник апарату донецької облдержадміністрації","Обласна державна адміністрація","Донецька область","2014",67295,0,10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,0,6430,0,4,0,5,0,"Mercedes-Benz E 220;Nissan Patrol;Ford Mondeo;Mercedes-Benz 316;",";;;","2010;2007;1995;2008;",";;;"
"2783","vulyk_9_25","Подолянець Ігор Іванович","начальник управління культури, національностей та релігії київської облдержадміністрації","Обласна державна адміністрація","Київська область","2014",60894.63,67027.38,50590.6,220,9951.08,0,0,0,0,0,352.95,0,0,0,0,0,0,0,524.8,0,100.01,0,0,0,0,0,";;;;",";;;",";;;;","2008;;;"
"2784","vulyk_9_32","Захарченко Петро Петрович","начальник управління з питань внутрішньої політики облдержадміністрації","Обласна державна адміністрація","Київська область","2014",51638,28175,47343,0,0,0,0,0,0,0,4295,0,0,0,0,0,0,146.5,0,0,5200,20000,0,0,0,0,";;;;",";;;",";;;;","2008;;;"
"2785","vulyk_10_66","Симчера Вадим Васильович","начальник закарпатської митниці державної фіскальної служби україни","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Закарпатська область","2014",123898,279090,55051,0,0,0,0,0,11,0,0,390,87,0,0,25099,0,0,245,245,900,23900,1,3,0,0,"Skoda Octavia Tour;;","Skoda Octavia Tour;Honda Accord;Volkswagen Tiguan;;","2008;;","2008;2013;2011;;"
"2786","vulyk_10_120","Горбов Олександр Вікторович","начальник миколаївської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Миколаївська область","2014",47757.65,10160,47332.76,0,0,0,0,0,0,0,0,0,424.89,0,10000,0,0,0,0,0,0,1830,0,1,0,0,";;","Volkswagen Tiguan;;;;",";;","2012;;;;"
"2787","vulyk_10_175","Трифонов Олександр Олексійович","заступник начальника митного поста харків-автомобільний харківської митниці міндоходів","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Харківська область","2014",110876,334072,76669,0,0,0,0,0,0,0,12196,0,200,0,0,0,0,30,0,164,608,946,1,1,0,0,"Hyundai Tucson;;","Renault Trafic;;;;","2008;;","2011;;;;"
"2788","vulyk_10_144","Мацкул Роман Анатолійович","заступник начальника митного поста роздільна - начальник вмо 1 одеської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Одеська область","2014",70355,22300,70355,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,700,0,0,1,0,0,";;","Toyota Rav 4;;;;",";;","2006;;;;"
"2789","vulyk_10_85","Шило Богдан Володимирович","заступник начальника запорізької митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Запорізька область","2014",75541,0,64254,0,0,0,0,0,0,0,11287,0,0,0,0,0,0,56,0,0,0,0,1,2,0,0,"Nissan Almera;;","Subaru Forester;Peugeot 107;;;","2006;;","2008;2012;;;"
"2790","vulyk_10_194","Салагор Микола Михайлович","начальник чернівецької митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Чернівецька область","2014",539647,0,52893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,11000,0,1,1,0,0,"Toyota Land Cruiser Prado;;","Toyota Auris;;;;","2012;;","2012;;;;"
"2791","vulyk_10_118","Бойцун Андрій Степанович","начальник митного поста скнилів львівської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Львівська область","2014",52880,44573,47806,44573,0,0,0,0,0,0,5074,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Mercedes-Benz S 320;;","Subaru Forester;;;;","2003;;","2008;;;;"
"2792","vulyk_9_70","Ложкін Борис Євгенович","глава адмінстрації президента україни","Адміністрація президента / Секретаріат президента","Загальнодержавний регіон","2014",92358800,1832132,60622,0,0,0,1450,0,92100984,1808092,0,0,0,0,307393,34,323.5,253.4,0,0,1711,20000,2,2,0,0,"Lexus GX 460;Lexus LX 570;;;","Audi A8;Lexus LX 570;;","2010;2013;;;","2013;2013;;"
"2793","vulyk_9_87","Тітов Юрій Георгійович","суддя верховного суду україни, член вищої кваліфікаційної комісії суддів україни","Верховний суд","Загальнодержавний регіон","2014",430844,107101,309953,93511,0,0,0,0,15981,0,15834,13590,0,0,51880,0,115,157,0,56.1,1000,46000,1,1,0,0,"Mitsubishi Pajero Wagon;;;;","SsangYong Kyron;;;","2011;;;;","2013;;;"
"2794","vulyk_9_56","Гончарук Олег Романович","голова івано-франківської обласної державної адмінстрації","Обласна державна адміністрація","Івано-Франківська область","2014",289120,967303,147900,25912,0,0,0,0,0,0,0,0,0,0,0,0,164.3,304.7,0,0,3592,0,4,1,0,0,"ВАЗ 21140;Toyota Land Cruiser;Audi H1;ВАЗ 2108;","Daewoo Lanos;;;","2006;2006;2011;1988;","2004;;;"
"2795","vulyk_9_51","Кравцов Олександр Олексійович","перший заступник голови донецької обласної державної адміністрації","Обласна державна адміністрація","Донецька область","2014",214986,11388,153910,0,1706,0,0,0,34030,0,25294,0,46,0,341568,0,115.9,30.4,0,0,0,1310,1,0,0,0,"Daewoo Lanos;;;;",";;;","2006;;;;",";;;"
"2796","vulyk_4_18","Нічухіна Ольга Сергіївна","начальник управління фінансово-господарського забезпечення апарату облдержадміністрації - головний бухгалтер","Обласна державна адміністрація","Дніпропетровська область","2014",68654.49,292903.48,59935.82,101349.85,0,0,0,0,8718.67,9152.26,0,0,0,0,80000,50000,45.5,0,0,0,0,0,0,1,0,0,";;;;","Opel Vectra C;;;",";;;;","2003;;;"
"2797","vulyk_9_75","Павленко Ростислав Миколайович","заступник глави адмінстрації президента україни","Адміністрація президента / Секретаріат президента","Загальнодержавний регіон","2014",176369.21,303837,176369.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,92.95,92.95,2680,250,1,0,0,0,"Mitsubishi Lancer X;;;;",";;;","2007;;;;",";;;"
"2798","vulyk_4_20","Найденко Олександр Леонідович","начальник відділу адміністрування державного реєстру виборців апарату дніпропетровської облдержадміністрації","Обласна державна адміністрація","Дніпропетровська область","2014",53830,24159,53830,6973,0,0,0,0,0,2566,0,0,0,0,0,37528,48.92,0,0,0,0,0,0,1,0,0,";;;;","ВАЗ 2107;;;",";;;;","2004;;;"
"2799","vulyk_9_63","Федоров Юрій Віталійович","заступник начальника управління - начальник служби безпеки президента україни","Управління державної охорони","Загальнодержавний регіон","2014",116643,219599,94998,90202,0,0,0,0,0,29064,0,100333,0,0,0,191794,0,0,0,0,0,0,1,0,0,0,"Hyundai IX35;;;;",";;;","2010;;;;",";;;"
"2800","vulyk_9_13","Камєнєва Софія Арсеніївна","директор державного архіву київської області","Державна архівна служба","Київська область","2014",117057,47001,93775,45323,0,0,0,0,0,0,8282,1678,0,0,0,0,53,53,0,0,0,12,0,0,0,0,";;;;",";;;",";;;;",";;;"
"2801","vulyk_9_3","Андріяш Сергій Петрович","начальник служби у справах дітей та сім'ї київської обласної державної адмінстрації","Обласна державна адміністрація","Київська область","2014",109809,0,65867,0,6060,0,0,0,0,0,2482,0,0,0,0,0,88.9,0,0,0,0.25,0,0,0,0,0,";;;;",";;;",";;;;",";;;"
"2802","vulyk_10_73","Галушко Олександр Володимирович","заступник начальника митного посту, начальник відділу митного оформлення №5, митного посту тиса закарпатсько митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Закарпатська область","2014",87172,0,86798,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,42.45,150,0,600,0,0,0,0,";;",";;;;",";;",";;;;"
"2803","vulyk_10_35","Похвальський Олег Володимирович","заступник начальника митного поста дніпропетровськ-ліски дніпропетровської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Дніпропетровська область","2014",54258,18118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,0,0,0,0,0,0,1,0,0,";;","Honda CR-V;;;;",";;","2010;;;;"
"2804","vulyk_10_47","Тарнавський Юрій Михайлович","заступник начальника управління боротьби з контрабандою та митними правопорушеннями східної митниці міндоходів","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Донецька область","2014",99918,36000,89969,36000,0,0,0,0,0,0,9949,0,0,0,0,0,210,210,0,0,0,0,3,1,0,0,"Chevrolet Aveo;ВАЗ 2107;Geely Emgrand","Geely Emgrand;;;;","2007;1997;2012","2012;;;;"
"2805","vulyk_10_187","Коміренко Сергій Васильович","начальник митного поста сміла черкаської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Черкаська область","2014",92172,1560,81415,0,0,0,0,0,0,0,10757,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0,0,";;",";;;;",";;",";;;;"
"2806","vulyk_10_4","Македонський Олександр Валерійович","заступник начальника вінницької митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Вінницька область","2014",0,0,63569,46200,0,0,0,0,0,0,11211,0,0,0,0,0,0,0,0,280,0,8200,0,0,0,0,";;",";;;;",";;",";;;;"
"2807","vulyk_10_106","Горобинський Микола Олександрович","начальник львівської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Львівська область","2014",282546,924000,209560,24000,0,0,0,0,0,3e+05,0,0,0,0,0,0,0,137.2,0,851,0,8444,1,2,0,0,"Mercedes-Benz E 250;;","Mercedes-Benz E 200;Volkswagen Multivan;;;","2013;;","2010;2013;;;"
"2808","vulyk_10_182","Василенко Олексій Леонідович","начальник черкаської митниці дфс україни","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Черкаська область","2014",833084.04,0,74166.54,0,0,0,0,0,0,0,0,0,758917.5,0,0,0,51.6,127.4,0,0,0,0,0,1,0,0,";;","Volkswagen Passat;;;;",";;","2014;;;;"
"2809","vulyk_10_59","Бондарчук Сергій Олексійович","заступник начальника житомирської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Житомирська область","2014",88169,35096,82961,30396,0,0,0,0,0,0,5208,0,0,0,0,0,115.5,0,0,103.2,0,0,1,0,0,0,"ВАЗ 21061;;",";;;;","1991;;",";;;;"
"2810","vulyk_10_30","Міценко Сергій Андрійович","начальник митного поста кривий ріг дніпропетровської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Дніпропетровська область","2014",226389,0,92789,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,62,0,0,0,0,1,0,0,0,"Toyota Rav 4;;",";;;;","2008;;",";;;;"
"2811","vulyk_10_101","Грибанов Олександр Сергійович","головний державний інспектор митного поста лисичанськ луганської митниці міндоходів","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Луганська область","2014",64934,12000,64934,12000,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,0,0,";;","ВАЗ Лада 11119;;;;",";;","2008;;;;"
"2812","vulyk_10_168","Борисенко Антон Володимирович","у 2014 році - заступник начальника митного поста харків-центральний харківської митниці міндоходів, з 28. 01. 2015 - начальник митного поста харків-центральний харківської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Харківська область","2014",71216,12650,68332,12200,0,0,0,0,36,0,1000,0,42,0,0,0,20.4,0,0,0,0,0,0,0,0,0,";;",";;;;",";;",";;;;"
"2813","vulyk_10_42","Єрахтін Сергій Борисович","заступник начальника митного посту дніпропетровськ-лівобережний дніпропетровської митниці міндоходів","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Дніпропетровська область","2014",91590,28476,91542,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,112,0,400,1,1,0,0,"Honda CR-V;;","Honda CR-V;;;;","2007;;","2003;;;;"
"2814","vulyk_10_137","Коваленко Володимир Михайлович","заступник начальника митного поста - начальник відділу","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Одеська область","2014",117949,0,117949,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,61.8,0,0,0,0,1,1,0,0,"Toyota Yaris;;","Lexus RX;;;;","2006;;","2010;;;;"
"2815","vulyk_10_16","Шадюк Володимир Григорович","заступник начальника митного поста митного поста «піщанка» вінницької митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Вінницька область","2014",96418,76498,96418,68992,0,0,0,0,0,0,0,0,0,0,2625,1212,0,0,0,20,0,13783,0,0,0,0,";;",";;;;","1991;2001;",";;;;"
"2816","vulyk_10_156","Марцинюк Володимир Петрович","начальник тернопільської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Тернопільська область","2014",72109.69,3654,56152.53,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,0,0,0,0,1000,1,0,0,0,"Toyota Camry;;",";;;;","2007;;",";;;;"
"2817","vulyk_10_61","Ульченко Олег Валерійович","начальник митного поста бердичів житомирської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Житомирська область","2014",89109,25124,87659,11722,0,0,0,0,0,0,1450,0,0,0,6506,4302,16.4,16.4,0,68.4,3000,69151,1,0,0,0,"Kia Optima;;",";;;;","2013;;",";;;;"
"2818","vulyk_10_151","Запорізький Сергій Васильович","заступник начальника полтавської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Полтавська область","2014",84830,89890,84327,85534,0,0,0,0,503,0,0,0,0,0,0,0,0,51.7,0,0,0,0,0,0,0,0,";;",";;;;",";;",";;;;"
"2819","vulyk_10_97","Шаповалов Максим Валентинович","заступник начальника київської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","м. Київ","2014",41177,961800,41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,250,0,1470,0,2,0,2,";;","Nissan Pathfinder;Mitsubishi Grandis;;;",";;","2008;2008;;;"
"2820","vulyk_10_199","Нікулеску Микола Іванович","начальник митного поста чернівці чернівецької митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Чернівецька область","2014",77633,44655,77620,44544,0,0,0,0,13,111,0,0,0,0,0,1394,0,0,0,178.7,0,8405,1,1,0,0,"Skoda Octavia;;","Skoda Octavia;;;;","2006;;","2006;;;;"
"2821","vulyk_10_170","Філоненко Олег Анатолійович","головний державний інспектор митного поста харків-центральний харьківської митниці міндоходів","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Харківська область","2014",53859,32547,51759,0,0,0,0,0,0,0,500,0,200,0,0,25000,165.4,81.8,0,0,0,0,1,1,0,0,"Toyota Camry;;","Volkswagen Golf;;;;","2004;;","2009;;;;"
"2822","vulyk_10_28","Атаманенко Євген Миколайович","заступник начальника митного поста дніпропетровськ-аеропорт начальник вмо №1 дніпропетровської митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Дніпропетровська область","2014",80667,12900,80667,0,0,0,0,0,0,0,0,12900,0,0,0,0,52.5,0,0,0,7100,2710,0,1,0,0,";;","УАЗ 452;;;;",";;","1988;;;;"
"2823","vulyk_10_9","Шмундяк Олександр Володимирович","начальник відділу митного оформлення залізничний митного поста дністер вінницької митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Вінницька область","2014",94746,0,87496,0,0,0,0,0,156,0,7094,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,"Honda CR-V;;",";;;;","2007;;",";;;;"
"2824","vulyk_10_11","Бацалай Петро Васильович","завідувач сектора митного оформлення №1 митного поста дністер вінницької митниці дфс","Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/","Вінницька область","2014",102592,0,71893,0,0,0,0,0,0,0,0,0,0,0,14795,0,45.07,45.07,0,0,0,0,1,0,0,0,"Volkswagen Golf;;",";;;;","1988;;",";;;;"
